num_points,max_abs_rel_error
3,674.8499999999999
4,659.05
5,651.3499999999999
6,649.05
7,654.4999999999999
8,659.5
9,658.75
10,655.95
11,647.3
12,658.6499999999999
13,646.95
14,646.4
15,658.4
16,659.9
17,658.05
18,658.6499999999999
19,658.95
20,658.5999999999999
21,660.0500000000001
