num_points,max_abs_rel_error
3,878.5428571428572
4,877.9591836734694
5,917.6989795918369
6,942.0357142857144
7,935.791836734694
8,942.0326530612246
9,942.6091836734695
10,906.9979591836736
11,877.9591836734694
12,936.3591836734695
13,909.9642857142858
14,941.0795918367347
15,939.4244897959185
16,907.7734693877552
17,877.9591836734694
18,877.9591836734694
19,877.9591836734694
20,877.9591836734694
21,889.5928571428572
