num_points,max_abs_rel_error
3,242.27999999999997
4,518.2700000000001
5,76.639
6,90.42
7,78.522
8,67.097
9,110.79999999999998
10,118.51
11,108.50999999999999
12,618.9599999999999
13,100.11999999999999
14,99.86
15,283.15000000000003
16,83.007
17,89.742
18,518.65
19,80.72399999999999
20,122.34
21,108.21999999999998
