num_points,max_abs_rel_error
3,192.322
4,105.35949999999998
5,192.3085
6,84.24699999999999
7,45.06749999999998
8,99.9995731135
9,100.0
10,100.0
11,105.40549999999998
12,105.40699999999998
13,105.41049999999998
14,192.15699999999998
15,185.56049999999996
16,104.72899999999998
17,113.5535
18,105.19000000000001
19,105.25599999999997
20,127.6545
21,105.31799999999998
